3,2,358;1
1,2,959;0
1,3,546;0
3,1,997;0
1,1,631;0
1,1,848;0
3,3,621;0
1,3,520;0
3,2,589;0
1,3,402;0
2,1,778;0
2,3,457;0
1,1,592;0
3,2,869;0
2,2,864;0
1,2,828;0
2,2,810;0
1,2,551;0
1,3,781;0
2,2,609;0
1,3,603;0
1,1,711;0
3,1,668;0
3,3,680;0
2,3,378;1
3,3,688;0
3,3,684;0
1,3,914;0
3,3,665;0
3,1,581;1
2,1,733;0
1,2,595;0
1,2,761;0
1,3,286;1
3,1,279;1
2,3,278;1
2,3,619;0
3,1,488;1
1,2,811;0
3,1,580;1
3,1,301;1
1,2,734;0
3,1,998;0
1,1,442;0
2,1,902;0
2,2,292;1
1,1,944;0
3,1,692;0
1,1,784;0
2,2,519;0
1,3,841;0
2,2,255;1
2,1,557;1
1,1,920;0
3,1,319;1
2,3,844;0
3,1,977;0
3,1,652;0
2,1,783;0
1,3,750;0
1,3,942;0
2,2,577;0
3,3,561;0
1,2,350;0
1,2,450;0
3,3,326;1
1,1,251;1
1,1,925;0
3,3,309;1
3,2,678;0
1,2,336;1
3,2,499;1
2,1,746;0
2,2,615;0
3,1,965;0
3,1,603;0
3,2,961;0
1,2,660;0
3,1,348;1
2,1,702;0
3,1,979;0
2,1,502;1
3,2,943;0
3,2,268;1
3,2,549;0
2,3,402;1
1,3,720;0
3,3,839;0
1,2,519;0
2,1,465;1
1,3,369;0
3,2,486;1
2,3,890;0
3,1,417;1
3,2,747;0
2,1,659;0
2,2,984;0
2,1,491;1
2,1,278;1
2,1,261;1
3,2,454;1
2,2,395;1
1,1,885;0
1,1,446;0
2,2,555;0
2,3,765;0
2,1,799;0
2,1,957;0
1,1,605;0
2,2,826;0
1,1,647;0
2,1,844;0
3,2,715;0
1,3,438;0
1,3,603;0
1,3,685;0
2,2,731;0
1,2,466;0
3,2,522;0
1,2,843;0
2,1,745;0
3,3,687;0
1,3,952;0
2,2,918;0
1,3,409;0
2,1,721;0
3,3,978;0
3,2,894;0
3,1,466;1
1,2,683;0
3,2,380;1
2,2,406;1
3,1,456;1
3,2,273;1
3,2,754;0
2,3,958;0
3,2,318;1
3,3,644;0
2,2,494;1
2,3,344;1
2,2,828;0
2,2,302;1
1,3,356;0
2,2,502;0
2,2,995;0
1,2,989;0
1,3,597;0
2,1,733;0
1,2,724;0
3,3,676;0
2,1,258;1
1,2,377;0
2,2,519;0
3,2,956;0
1,3,623;0
2,3,676;0
2,1,477;1
1,1,437;0
3,2,888;0
1,1,526;0
1,2,960;0
2,3,696;0
1,2,483;0
3,2,987;0
3,2,999;0
2,1,914;0
1,1,405;0
1,2,677;0
1,2,505;0
1,2,781;0
2,2,935;0
3,1,828;0
2,2,741;0
3,3,862;0
2,3,898;0
3,2,255;1
2,3,512;0
1,1,339;1
1,3,626;0
1,3,397;0
1,1,577;0
2,1,276;1
2,3,829;0
2,2,565;0
2,2,442;1
2,2,934;0
1,2,432;0
2,1,896;0
3,3,480;0
1,2,913;0
1,1,350;1
1,2,931;0
1,1,298;1
1,1,298;1
1,2,357;0
1,1,322;1
2,2,827;0
3,2,824;0
3,3,486;0
2,1,616;0
1,1,442;0
3,1,416;1
2,2,912;0
3,3,574;0
1,2,332;1
1,1,630;0
3,1,297;1
1,2,935;0
2,3,354;1
3,2,942;0
1,1,730;0
1,1,567;0
2,1,904;0
2,1,421;1
2,2,871;0
1,3,897;0
1,1,861;0
1,3,865;0
2,3,535;0
2,3,660;0
2,2,778;0
3,3,315;1
1,2,689;0
1,2,583;0
2,1,463;1
1,3,555;0
2,2,767;0
1,2,539;0
2,3,868;0
3,1,709;0
2,3,698;0
2,2,631;0
3,1,890;0
3,2,758;0
2,2,905;0
2,1,432;1
2,3,735;0
